row_number,lastname,player_id,ranking_date,frac
1113,Djokovic,104925,2013-05-20,5.09
1114,Nadal,104745,2010-09-20,5.10
1115,Nadal,104745,2010-09-13,5.11
1116,Djokovic,104925,2012-06-18,5.11
1117,Djokovic,104925,2014-08-11,5.11
1118,Djokovic,104925,2012-06-11,5.12
1119,Nadal,104745,2011-02-14,5.13
1120,Djokovic,104925,2013-04-01,5.13
1121,Nadal,104745,2011-03-07,5.14
1122,Nadal,104745,2014-04-28,5.15
1123,Nadal,104745,2011-02-07,5.15
1124,Nadal,104745,2011-02-28,5.15
1125,Nadal,104745,2011-02-21,5.15
1126,Nadal,104745,2014-05-05,5.15
1127,Nadal,104745,2011-01-31,5.16
1128,Nadal,104745,2014-05-12,5.16
1129,Djokovic,104925,2013-04-15,5.18
1130,Djokovic,104925,2013-04-08,5.18
1131,Nadal,104745,2011-01-17,5.18
1132,Nadal,104745,2011-05-09,5.19
1133,Nadal,104745,2011-01-10,5.19
1134,Nadal,104745,2010-12-13,5.20
1135,Nadal,104745,2010-11-29,5.20
1136,Nadal,104745,2010-12-20,5.20
1137,Djokovic,104925,2014-07-21,5.20
1138,Nadal,104745,2010-12-27,5.20
1139,Nadal,104745,2011-01-03,5.20
1140,Djokovic,104925,2014-07-07,5.21
1141,Djokovic,104925,2014-07-14,5.21
1142,Nadal,104745,2010-12-06,5.21
1143,Nadal,104745,2010-10-11,5.21
1144,Djokovic,104925,2014-07-28,5.22
1145,Djokovic,104925,2014-08-04,5.22
1146,Nadal,104745,2011-03-21,5.23
1147,Djokovic,104925,2015-02-02,5.24
1148,Djokovic,104925,2015-02-23,5.25
1149,Djokovic,104925,2015-02-09,5.25
1150,Djokovic,104925,2015-02-16,5.25
1151,Djokovic,104925,2012-03-19,5.27
1152,Djokovic,104925,2015-03-23,5.27
1153,Djokovic,104925,2012-04-02,5.27
1154,Nadal,104745,2014-03-17,5.27
1155,Nadal,104745,2013-12-30,5.27
1156,Djokovic,104925,2016-10-10,5.27
1157,Nadal,104745,2013-12-16,5.28
1158,Djokovic,104925,2015-03-09,5.28
1159,Nadal,104745,2013-12-09,5.28
1160,Nadal,104745,2013-12-23,5.28
1161,Djokovic,104925,2013-01-07,5.28
1162,Nadal,104745,2013-11-25,5.28
1163,Djokovic,104925,2013-01-14,5.28
1164,Djokovic,104925,2013-05-13,5.28
1165,Nadal,104745,2013-12-02,5.28
1166,Djokovic,104925,2013-01-28,5.29
1167,Djokovic,104925,2012-04-09,5.29
1168,Nadal,104745,2013-11-18,5.29
1169,Djokovic,104925,2012-12-24,5.29
1170,Djokovic,104925,2012-11-19,5.29
1171,Djokovic,104925,2012-12-31,5.29
1172,Djokovic,104925,2012-11-12,5.29
1173,Djokovic,104925,2012-12-17,5.29
1174,Djokovic,104925,2015-03-02,5.30
1175,Djokovic,104925,2012-12-10,5.30
1176,Nadal,104745,2013-11-11,5.31
1177,Djokovic,104925,2013-02-18,5.31
1178,Nadal,104745,2011-04-11,5.31
1179,Djokovic,104925,2015-04-13,5.31
1180,Djokovic,104925,2012-11-26,5.31
1181,Nadal,104745,2014-01-06,5.31
1182,Djokovic,104925,2013-02-11,5.31
1183,Djokovic,104925,2012-12-03,5.31
1184,Nadal,104745,2011-04-18,5.32
1185,Nadal,104745,2014-01-13,5.32
1186,Djokovic,104925,2015-04-06,5.32
1187,Nadal,104745,2011-04-04,5.32
1188,Djokovic,104925,2011-08-08,5.33
1189,Nadal,104745,2014-04-21,5.33
1190,Nadal,104745,2011-04-25,5.34
1191,Djokovic,104925,2013-02-25,5.34
1192,Djokovic,104925,2013-04-22,5.34
1193,Djokovic,104925,2012-04-16,5.34
1194,Djokovic,104925,2013-02-04,5.35
1195,Djokovic,104925,2013-05-06,5.35
1196,Djokovic,104925,2013-04-29,5.36
1197,Djokovic,104925,2012-04-30,5.43
1198,Djokovic,104925,2016-09-12,5.44
1199,Djokovic,104925,2015-06-29,5.45
1200,Djokovic,104925,2016-09-19,5.45
1201,Djokovic,104925,2016-09-26,5.46
1202,Djokovic,104925,2016-10-03,5.47
1203,Djokovic,104925,2011-08-01,5.47
1204,Djokovic,104925,2011-07-25,5.48
1205,Djokovic,104925,2011-07-18,5.48
1206,Djokovic,104925,2013-03-04,5.48
1207,Nadal,104745,2014-04-07,5.49
1208,Djokovic,104925,2013-03-18,5.49
1209,Nadal,104745,2014-04-14,5.50
1210,Djokovic,104925,2011-07-11,5.50
1211,Djokovic,104925,2015-06-22,5.50
1212,Nadal,104745,2014-03-31,5.51
1213,Djokovic,104925,2012-03-05,5.53
1214,Djokovic,104925,2015-05-25,5.54
1215,Djokovic,104925,2015-06-08,5.54
1216,Djokovic,104925,2015-06-15,5.54
1217,Djokovic,104925,2012-04-23,5.55
1218,Djokovic,104925,2015-05-11,5.55
1219,Djokovic,104925,2015-05-18,5.55
1220,Djokovic,104925,2015-07-13,5.55
1221,Djokovic,104925,2011-07-04,5.55
1222,Djokovic,104925,2012-02-27,5.55
1223,Djokovic,104925,2015-08-10,5.56
1224,Djokovic,104925,2015-05-04,5.57
1225,Djokovic,104925,2015-04-20,5.58
1226,Djokovic,104925,2015-08-03,5.58
1227,Djokovic,104925,2015-04-27,5.58
1228,Djokovic,104925,2015-07-27,5.59
1229,Djokovic,104925,2015-07-20,5.59
1230,Djokovic,104925,2011-08-15,5.61
1231,Nadal,104745,2014-03-03,5.66
1232,Djokovic,104925,2011-12-12,5.68
1233,Djokovic,104925,2011-12-05,5.68
1234,Djokovic,104925,2012-01-16,5.69
1235,Djokovic,104925,2011-12-19,5.69
1236,Djokovic,104925,2011-12-26,5.69
1237,Djokovic,104925,2012-01-02,5.69
1238,Djokovic,104925,2012-01-09,5.70
1239,Nadal,104745,2014-02-17,5.70
1240,Djokovic,104925,2011-11-28,5.70
1241,Djokovic,104925,2011-11-21,5.71
1242,Djokovic,104925,2011-11-14,5.71
1243,Djokovic,104925,2012-01-30,5.71
1244,Djokovic,104925,2016-08-22,5.72
1245,Djokovic,104925,2012-02-06,5.72
1246,Djokovic,104925,2016-08-29,5.73
1247,Djokovic,104925,2011-10-17,5.73
1248,Djokovic,104925,2011-10-24,5.74
1249,Djokovic,104925,2011-11-07,5.74
1250,Djokovic,104925,2015-08-17,5.76
1251,Djokovic,104925,2012-02-20,5.76
1252,Djokovic,104925,2016-07-25,5.77
1253,Djokovic,104925,2012-02-13,5.77
1254,Djokovic,104925,2011-10-31,5.77
1255,Djokovic,104925,2011-08-22,5.78
1256,Djokovic,104925,2011-08-29,5.78
1257,Nadal,104745,2014-02-03,5.80
1258,Djokovic,104925,2016-07-18,5.80
1259,Nadal,104745,2014-02-10,5.81
1260,Nadal,104745,2014-01-27,5.81
1261,Djokovic,104925,2016-07-11,5.86
1262,Nadal,104745,2014-02-24,5.86
1263,Djokovic,104925,2011-10-10,5.87
1264,Djokovic,104925,2015-08-31,5.87
1265,Djokovic,104925,2015-08-24,5.92
1266,Djokovic,104925,2016-08-15,5.94
1267,Djokovic,104925,2016-04-25,6.00
1268,Djokovic,104925,2016-04-18,6.00
1269,Djokovic,104925,2016-05-02,6.02
1270,Djokovic,104925,2015-11-16,6.02
1271,Djokovic,104925,2015-11-09,6.04
1272,Djokovic,104925,2011-10-03,6.07
1273,Djokovic,104925,2011-09-26,6.08
1274,Djokovic,104925,2011-09-19,6.09
1275,Djokovic,104925,2011-09-12,6.10
1276,Djokovic,104925,2016-08-01,6.12
1277,Djokovic,104925,2016-08-08,6.14
1278,Djokovic,104925,2015-11-02,6.22
1279,Djokovic,104925,2015-10-05,6.24
1280,Djokovic,104925,2016-05-16,6.26
1281,Djokovic,104925,2016-05-23,6.26
1282,Djokovic,104925,2015-10-12,6.28
1283,Djokovic,104925,2016-04-04,6.36
1284,Djokovic,104925,2016-03-21,6.38
1285,Djokovic,104925,2016-02-29,6.39
1286,Djokovic,104925,2016-04-11,6.39
1287,Djokovic,104925,2015-12-21,6.41
1288,Djokovic,104925,2015-12-14,6.41
1289,Djokovic,104925,2015-12-28,6.41
1290,Djokovic,104925,2016-01-04,6.41
1291,Djokovic,104925,2016-03-07,6.41
1292,Djokovic,104925,2015-12-07,6.41
1293,Djokovic,104925,2016-05-09,6.42
1294,Djokovic,104925,2015-11-30,6.42
1295,Djokovic,104925,2015-11-23,6.44
1296,Djokovic,104925,2015-09-28,6.44
1297,Djokovic,104925,2015-09-21,6.45
1298,Djokovic,104925,2016-01-18,6.46
1299,Djokovic,104925,2016-02-01,6.46
1300,Djokovic,104925,2015-09-14,6.46
1301,Djokovic,104925,2016-02-22,6.47
1302,Djokovic,104925,2016-01-11,6.47
1303,Djokovic,104925,2016-02-08,6.47
1304,Djokovic,104925,2016-02-15,6.47
1305,Djokovic,104925,2016-06-06,6.58
1306,Djokovic,104925,2015-10-26,6.59
1307,Djokovic,104925,2016-06-20,6.60
1308,Djokovic,104925,2016-06-27,6.60
1309,Djokovic,104925,2015-10-19,6.61
1310,Djokovic,104925,2016-06-13,6.79
