 ranking_date |    lastname     | pos |         max_age          
--------------+-----------------+-----+--------------------------
 2003-09-01   | Agassi          |   1 | 33 years 4 mons 2 days
 2003-09-01   | Agassi          |   1 | 33 years 4 mons 2 days
 2003-08-25   | Agassi          |   1 | 33 years 3 mons 26 days
 2003-08-25   | Agassi          |   1 | 33 years 3 mons 26 days
 2003-08-18   | Agassi          |   1 | 33 years 3 mons 19 days
 2003-08-18   | Agassi          |   1 | 33 years 3 mons 19 days
 2003-08-11   | Agassi          |   1 | 33 years 3 mons 12 days
 2003-08-11   | Agassi          |   1 | 33 years 3 mons 12 days
 2003-08-04   | Agassi          |   1 | 33 years 3 mons 5 days
 2003-08-04   | Agassi          |   1 | 33 years 3 mons 5 days
 2003-07-28   | Agassi          |   1 | 33 years 2 mons 29 days
 2003-07-28   | Agassi          |   1 | 33 years 2 mons 29 days
 2003-07-21   | Agassi          |   1 | 33 years 2 mons 22 days
 2003-07-21   | Agassi          |   1 | 33 years 2 mons 22 days
 2003-07-14   | Agassi          |   1 | 33 years 2 mons 15 days
 2003-07-14   | Agassi          |   1 | 33 years 2 mons 15 days
 2003-07-07   | Agassi          |   1 | 33 years 2 mons 8 days
 2003-07-07   | Agassi          |   1 | 33 years 2 mons 8 days
 2003-06-30   | Agassi          |   1 | 33 years 2 mons 1 day
 2003-06-30   | Agassi          |   1 | 33 years 2 mons 1 day
 2003-06-23   | Agassi          |   1 | 33 years 1 mon 24 days
 2003-06-23   | Agassi          |   1 | 33 years 1 mon 24 days
 2003-06-16   | Agassi          |   1 | 33 years 1 mon 17 days
 2003-06-16   | Agassi          |   1 | 33 years 1 mon 17 days
 2003-05-05   | Agassi          |   1 | 33 years 6 days
 2003-05-05   | Agassi          |   1 | 33 years 6 days
 2003-04-28   | Agassi          |   1 | 32 years 11 mons 29 days
 2003-04-28   | Agassi          |   1 | 32 years 11 mons 29 days
 2003-06-09   | Agassi          |   2 | 33 years 1 mon 10 days
 2003-06-09   | Agassi          |   2 | 33 years 1 mon 10 days
 2003-06-02   | Agassi          |   2 | 33 years 1 mon 3 days
 2003-06-02   | Agassi          |   2 | 33 years 1 mon 3 days
 2003-05-26   | Agassi          |   2 | 33 years 27 days
 2003-05-26   | Agassi          |   2 | 33 years 27 days
 2003-05-19   | Agassi          |   2 | 33 years 20 days
 2003-05-19   | Agassi          |   2 | 33 years 20 days
 2003-05-12   | Agassi          |   2 | 33 years 13 days
 2003-05-12   | Agassi          |   2 | 33 years 13 days
 2003-04-21   | Agassi          |   2 | 32 years 11 mons 22 days
 2003-04-21   | Agassi          |   2 | 32 years 11 mons 22 days
 2003-04-14   | Agassi          |   2 | 32 years 11 mons 15 days
 2003-04-14   | Agassi          |   2 | 32 years 11 mons 15 days
 2003-04-07   | Agassi          |   2 | 32 years 11 mons 8 days
 2003-04-07   | Agassi          |   2 | 32 years 11 mons 8 days
 2003-03-31   | Agassi          |   2 | 32 years 11 mons 2 days
 2003-03-31   | Agassi          |   2 | 32 years 11 mons 2 days
 2003-03-24   | Agassi          |   2 | 32 years 10 mons 25 days
 2003-03-24   | Agassi          |   2 | 32 years 10 mons 25 days
 2003-03-17   | Agassi          |   2 | 32 years 10 mons 18 days
 2003-03-17   | Agassi          |   2 | 32 years 10 mons 18 days
 2003-03-10   | Agassi          |   2 | 32 years 10 mons 11 days
 2003-03-10   | Agassi          |   2 | 32 years 10 mons 11 days
 2003-03-03   | Agassi          |   2 | 32 years 10 mons 4 days
 2003-03-03   | Agassi          |   2 | 32 years 10 mons 4 days
 2003-02-24   | Agassi          |   2 | 32 years 9 mons 25 days
 2003-02-24   | Agassi          |   2 | 32 years 9 mons 25 days
 2003-02-17   | Agassi          |   2 | 32 years 9 mons 18 days
 2003-02-17   | Agassi          |   2 | 32 years 9 mons 18 days
 2003-02-10   | Agassi          |   2 | 32 years 9 mons 11 days
 2003-02-10   | Agassi          |   2 | 32 years 9 mons 11 days
 2003-02-03   | Agassi          |   2 | 32 years 9 mons 4 days
 2003-02-03   | Agassi          |   2 | 32 years 9 mons 4 days
 2003-01-27   | Agassi          |   2 | 32 years 8 mons 28 days
 2003-01-27   | Agassi          |   2 | 32 years 8 mons 28 days
 2003-01-20   | Agassi          |   2 | 32 years 8 mons 21 days
 2003-01-20   | Agassi          |   2 | 32 years 8 mons 21 days
 2003-01-13   | Agassi          |   2 | 32 years 8 mons 14 days
 2003-01-13   | Agassi          |   2 | 32 years 8 mons 14 days
 2003-01-06   | Agassi          |   2 | 32 years 8 mons 7 days
 2003-01-06   | Agassi          |   2 | 32 years 8 mons 7 days
 2002-12-30   | Agassi          |   2 | 32 years 8 mons 1 day
 2002-12-30   | Agassi          |   2 | 32 years 8 mons 1 day
 2002-12-23   | Agassi          |   2 | 32 years 7 mons 24 days
 2002-12-23   | Agassi          |   2 | 32 years 7 mons 24 days
 2002-12-16   | Agassi          |   2 | 32 years 7 mons 17 days
 2002-12-16   | Agassi          |   2 | 32 years 7 mons 17 days
 2002-12-09   | Agassi          |   2 | 32 years 7 mons 10 days
 2002-12-09   | Agassi          |   2 | 32 years 7 mons 10 days
 2002-12-02   | Agassi          |   2 | 32 years 7 mons 3 days
 2002-12-02   | Agassi          |   2 | 32 years 7 mons 3 days
 2002-11-25   | Agassi          |   2 | 32 years 6 mons 26 days
 2002-11-25   | Agassi          |   2 | 32 years 6 mons 26 days
 2002-11-18   | Agassi          |   2 | 32 years 6 mons 19 days
 2002-11-18   | Agassi          |   2 | 32 years 6 mons 19 days
 2002-11-11   | Agassi          |   2 | 32 years 6 mons 12 days
 2002-11-11   | Agassi          |   2 | 32 years 6 mons 12 days
 2002-11-04   | Agassi          |   2 | 32 years 6 mons 5 days
 2002-11-04   | Agassi          |   2 | 32 years 6 mons 5 days
 2002-10-28   | Agassi          |   2 | 32 years 5 mons 29 days
 2002-10-28   | Agassi          |   2 | 32 years 5 mons 29 days
 2002-10-21   | Agassi          |   2 | 32 years 5 mons 22 days
 2002-10-21   | Agassi          |   2 | 32 years 5 mons 22 days
 2002-10-14   | Agassi          |   2 | 32 years 5 mons 15 days
 2002-10-14   | Agassi          |   2 | 32 years 5 mons 15 days
 1975-06-26   | Rosewall        |   2 | 40 years 7 mons 24 days
 1975-06-26   | Rosewall        |   2 | 40 years 7 mons 24 days
 1975-06-02   | Rosewall        |   2 | 40 years 7 mons
 1975-06-02   | Rosewall        |   2 | 40 years 7 mons
 1975-04-30   | Rosewall        |   2 | 40 years 5 mons 28 days
 1975-04-30   | Rosewall        |   2 | 40 years 5 mons 28 days
 2002-10-07   | Agassi          |   3 | 32 years 5 mons 8 days
 2002-10-07   | Agassi          |   3 | 32 years 5 mons 8 days
 2002-09-23   | Agassi          |   3 | 32 years 4 mons 24 days
 2002-09-23   | Agassi          |   3 | 32 years 4 mons 24 days
 2004-01-26   | Agassi          |   4 | 33 years 8 mons 27 days
 2004-01-26   | Agassi          |   4 | 33 years 8 mons 27 days
 2004-01-19   | Agassi          |   4 | 33 years 8 mons 20 days
 2004-01-19   | Agassi          |   4 | 33 years 8 mons 20 days
 2004-01-12   | Agassi          |   4 | 33 years 8 mons 13 days
 2004-01-12   | Agassi          |   4 | 33 years 8 mons 13 days
 2004-01-05   | Agassi          |   4 | 33 years 8 mons 6 days
 2004-01-05   | Agassi          |   4 | 33 years 8 mons 6 days
 2003-12-29   | Agassi          |   4 | 33 years 8 mons
 2003-12-29   | Agassi          |   4 | 33 years 8 mons
 2003-12-22   | Agassi          |   4 | 33 years 7 mons 23 days
 2003-12-22   | Agassi          |   4 | 33 years 7 mons 23 days
 2003-12-15   | Agassi          |   4 | 33 years 7 mons 16 days
 2003-12-15   | Agassi          |   4 | 33 years 7 mons 16 days
 2003-12-08   | Agassi          |   4 | 33 years 7 mons 9 days
 2003-12-08   | Agassi          |   4 | 33 years 7 mons 9 days
 2003-12-01   | Agassi          |   4 | 33 years 7 mons 2 days
 2003-12-01   | Agassi          |   4 | 33 years 7 mons 2 days
 2003-11-24   | Agassi          |   4 | 33 years 6 mons 25 days
 2003-11-24   | Agassi          |   4 | 33 years 6 mons 25 days
 2003-11-17   | Agassi          |   4 | 33 years 6 mons 18 days
 2003-11-17   | Agassi          |   4 | 33 years 6 mons 18 days
 2003-10-20   | Agassi          |   4 | 33 years 5 mons 21 days
 2003-10-20   | Agassi          |   4 | 33 years 5 mons 21 days
 2003-10-13   | Agassi          |   4 | 33 years 5 mons 14 days
 2003-10-13   | Agassi          |   4 | 33 years 5 mons 14 days
 2003-10-06   | Agassi          |   4 | 33 years 5 mons 7 days
 2003-10-06   | Agassi          |   4 | 33 years 5 mons 7 days
 2003-09-29   | Agassi          |   4 | 33 years 5 mons
 2003-09-29   | Agassi          |   4 | 33 years 5 mons
 2003-09-22   | Agassi          |   4 | 33 years 4 mons 23 days
 2003-09-22   | Agassi          |   4 | 33 years 4 mons 23 days
 2003-09-15   | Agassi          |   4 | 33 years 4 mons 16 days
 2003-09-15   | Agassi          |   4 | 33 years 4 mons 16 days
 2003-09-08   | Agassi          |   4 | 33 years 4 mons 9 days
 2003-09-08   | Agassi          |   4 | 33 years 4 mons 9 days
 2005-11-14   | Agassi          |   5 | 35 years 6 mons 15 days
 2005-11-14   | Agassi          |   5 | 35 years 6 mons 15 days
 2005-11-07   | Agassi          |   5 | 35 years 6 mons 8 days
 2005-11-07   | Agassi          |   5 | 35 years 6 mons 8 days
 2004-04-19   | Agassi          |   5 | 33 years 11 mons 20 days
 2004-04-19   | Agassi          |   5 | 33 years 11 mons 20 days
 2004-04-12   | Agassi          |   5 | 33 years 11 mons 13 days
 2004-04-12   | Agassi          |   5 | 33 years 11 mons 13 days
 2004-04-05   | Agassi          |   5 | 33 years 11 mons 6 days
 2004-04-05   | Agassi          |   5 | 33 years 11 mons 6 days
 2004-03-29   | Agassi          |   5 | 33 years 11 mons
 2004-03-29   | Agassi          |   5 | 33 years 11 mons
 2004-03-22   | Agassi          |   5 | 33 years 10 mons 23 days
 2004-03-22   | Agassi          |   5 | 33 years 10 mons 23 days
 2004-03-15   | Agassi          |   5 | 33 years 10 mons 16 days
 2004-03-15   | Agassi          |   5 | 33 years 10 mons 16 days
 2004-03-08   | Agassi          |   5 | 33 years 10 mons 9 days
 2004-03-08   | Agassi          |   5 | 33 years 10 mons 9 days
 2004-03-01   | Agassi          |   5 | 33 years 10 mons 2 days
 2004-03-01   | Agassi          |   5 | 33 years 10 mons 2 days
 2004-02-23   | Agassi          |   5 | 33 years 9 mons 24 days
 2004-02-23   | Agassi          |   5 | 33 years 9 mons 24 days
 2004-02-16   | Agassi          |   5 | 33 years 9 mons 17 days
 2004-02-16   | Agassi          |   5 | 33 years 9 mons 17 days
 2004-02-09   | Agassi          |   5 | 33 years 9 mons 10 days
 2004-02-09   | Agassi          |   5 | 33 years 9 mons 10 days
 2004-02-02   | Agassi          |   5 | 33 years 9 mons 3 days
 2004-02-02   | Agassi          |   5 | 33 years 9 mons 3 days
 2003-11-10   | Agassi          |   5 | 33 years 6 mons 11 days
 2003-11-10   | Agassi          |   5 | 33 years 6 mons 11 days
 2003-11-03   | Agassi          |   5 | 33 years 6 mons 4 days
 2003-11-03   | Agassi          |   5 | 33 years 6 mons 4 days
 2003-10-27   | Agassi          |   5 | 33 years 5 mons 28 days
 2003-10-27   | Agassi          |   5 | 33 years 5 mons 28 days
 1974-03-02   | Rosewall        |   5 | 39 years 4 mons
 1974-03-02   | Rosewall        |   5 | 39 years 4 mons
 2005-10-31   | Agassi          |   6 | 35 years 6 mons 2 days
 2005-10-31   | Agassi          |   6 | 35 years 6 mons 2 days
 2005-10-24   | Agassi          |   6 | 35 years 5 mons 25 days
 2005-10-24   | Agassi          |   6 | 35 years 5 mons 25 days
 2005-10-17   | Agassi          |   6 | 35 years 5 mons 18 days
 2005-10-17   | Agassi          |   6 | 35 years 5 mons 18 days
 2005-10-10   | Agassi          |   6 | 35 years 5 mons 11 days
 2005-10-10   | Agassi          |   6 | 35 years 5 mons 11 days
 2005-10-03   | Agassi          |   6 | 35 years 5 mons 4 days
 2005-10-03   | Agassi          |   6 | 35 years 5 mons 4 days
 2005-09-26   | Agassi          |   6 | 35 years 4 mons 27 days
 2005-09-26   | Agassi          |   6 | 35 years 4 mons 27 days
 2005-09-19   | Agassi          |   6 | 35 years 4 mons 20 days
 2005-09-19   | Agassi          |   6 | 35 years 4 mons 20 days
 2005-09-12   | Agassi          |   6 | 35 years 4 mons 13 days
 2005-09-12   | Agassi          |   6 | 35 years 4 mons 13 days
 2005-08-15   | Agassi          |   6 | 35 years 3 mons 16 days
 2005-08-15   | Agassi          |   6 | 35 years 3 mons 16 days
 2005-08-01   | Agassi          |   6 | 35 years 3 mons 2 days
 2005-08-01   | Agassi          |   6 | 35 years 3 mons 2 days
 2005-07-25   | Agassi          |   6 | 35 years 2 mons 26 days
 2005-07-25   | Agassi          |   6 | 35 years 2 mons 26 days
 2005-07-18   | Agassi          |   6 | 35 years 2 mons 19 days
 2005-07-18   | Agassi          |   6 | 35 years 2 mons 19 days
 2005-07-11   | Agassi          |   6 | 35 years 2 mons 12 days
 2005-07-11   | Agassi          |   6 | 35 years 2 mons 12 days
 2005-07-04   | Agassi          |   6 | 35 years 2 mons 5 days
 2005-07-04   | Agassi          |   6 | 35 years 2 mons 5 days
 2005-06-27   | Agassi          |   6 | 35 years 1 mon 28 days
 2005-06-27   | Agassi          |   6 | 35 years 1 mon 28 days
 2005-06-20   | Agassi          |   6 | 35 years 1 mon 21 days
 2005-06-20   | Agassi          |   6 | 35 years 1 mon 21 days
 2005-06-13   | Agassi          |   6 | 35 years 1 mon 14 days
 2005-06-13   | Agassi          |   6 | 35 years 1 mon 14 days
 2005-06-06   | Agassi          |   6 | 35 years 1 mon 7 days
 2005-06-06   | Agassi          |   6 | 35 years 1 mon 7 days
 2004-11-01   | Agassi          |   6 | 34 years 6 mons 2 days
 2004-11-01   | Agassi          |   6 | 34 years 6 mons 2 days
 2004-08-16   | Agassi          |   6 | 34 years 3 mons 17 days
 2004-08-16   | Agassi          |   6 | 34 years 3 mons 17 days
 2004-05-31   | Agassi          |   6 | 34 years 1 mon 2 days
 2004-05-31   | Agassi          |   6 | 34 years 1 mon 2 days
 2004-05-24   | Agassi          |   6 | 34 years 25 days
 2004-05-24   | Agassi          |   6 | 34 years 25 days
 2004-05-17   | Agassi          |   6 | 34 years 18 days
 2004-05-17   | Agassi          |   6 | 34 years 18 days
 2004-05-03   | Agassi          |   6 | 34 years 4 days
 2004-05-03   | Agassi          |   6 | 34 years 4 days
 2004-04-26   | Agassi          |   6 | 33 years 11 mons 27 days
 2004-04-26   | Agassi          |   6 | 33 years 11 mons 27 days
 1993-07-19   | Lendl           |   6 | 33 years 4 mons 12 days
 1993-07-19   | Lendl           |   6 | 33 years 4 mons 12 days
 1993-07-12   | Lendl           |   6 | 33 years 4 mons 5 days
 1993-07-12   | Lendl           |   6 | 33 years 4 mons 5 days
 1993-07-05   | Lendl           |   6 | 33 years 3 mons 29 days
 1993-07-05   | Lendl           |   6 | 33 years 3 mons 29 days
 1988-08-29   | Connors         |   6 | 35 years 11 mons 27 days
 1988-08-29   | Connors         |   6 | 35 years 11 mons 27 days
 1988-08-22   | Connors         |   6 | 35 years 11 mons 20 days
 1988-08-22   | Connors         |   6 | 35 years 11 mons 20 days
 1988-08-15   | Connors         |   6 | 35 years 11 mons 13 days
 1988-08-15   | Connors         |   6 | 35 years 11 mons 13 days
 1988-08-08   | Connors         |   6 | 35 years 11 mons 6 days
 1988-08-08   | Connors         |   6 | 35 years 11 mons 6 days
 1988-08-01   | Connors         |   6 | 35 years 10 mons 29 days
 1988-08-01   | Connors         |   6 | 35 years 10 mons 29 days
 1988-07-25   | Connors         |   6 | 35 years 10 mons 23 days
 1988-07-25   | Connors         |   6 | 35 years 10 mons 23 days
 1975-12-15   | Rosewall        |   6 | 41 years 1 mon 13 days
 1975-12-15   | Rosewall        |   6 | 41 years 1 mon 13 days
 1975-04-08   | Rosewall        |   6 | 40 years 5 mons 6 days
 1975-04-08   | Rosewall        |   6 | 40 years 5 mons 6 days
 1975-03-05   | Rosewall        |   6 | 40 years 4 mons 3 days
 1975-03-05   | Rosewall        |   6 | 40 years 4 mons 3 days
 1974-08-09   | Rosewall        |   6 | 39 years 9 mons 7 days
 1974-08-09   | Rosewall        |   6 | 39 years 9 mons 7 days
 1974-04-19   | Rosewall        |   6 | 39 years 5 mons 17 days
 1974-04-19   | Rosewall        |   6 | 39 years 5 mons 17 days
 1973-12-14   | Rosewall        |   6 | 39 years 1 mon 12 days
 1973-12-14   | Rosewall        |   6 | 39 years 1 mon 12 days
 1973-09-13   | Rosewall        |   6 | 38 years 10 mons 11 days
 1973-09-13   | Rosewall        |   6 | 38 years 10 mons 11 days
 1973-08-23   | Rosewall        |   6 | 38 years 9 mons 21 days
 1973-08-23   | Rosewall        |   6 | 38 years 9 mons 21 days
 2006-01-23   | Agassi          |   7 | 35 years 8 mons 24 days
 2006-01-23   | Agassi          |   7 | 35 years 8 mons 24 days
 2006-01-16   | Agassi          |   7 | 35 years 8 mons 17 days
 2006-01-16   | Agassi          |   7 | 35 years 8 mons 17 days
 2006-01-09   | Agassi          |   7 | 35 years 8 mons 10 days
 2006-01-09   | Agassi          |   7 | 35 years 8 mons 10 days
 2006-01-02   | Agassi          |   7 | 35 years 8 mons 3 days
 2006-01-02   | Agassi          |   7 | 35 years 8 mons 3 days
 2005-12-26   | Agassi          |   7 | 35 years 7 mons 27 days
 2005-12-26   | Agassi          |   7 | 35 years 7 mons 27 days
 2005-12-19   | Agassi          |   7 | 35 years 7 mons 20 days
 2005-12-19   | Agassi          |   7 | 35 years 7 mons 20 days
 2005-12-12   | Agassi          |   7 | 35 years 7 mons 13 days
 2005-12-12   | Agassi          |   7 | 35 years 7 mons 13 days
 2005-12-05   | Agassi          |   7 | 35 years 7 mons 6 days
 2005-12-05   | Agassi          |   7 | 35 years 7 mons 6 days
 2005-11-28   | Agassi          |   7 | 35 years 6 mons 29 days
 2005-11-28   | Agassi          |   7 | 35 years 6 mons 29 days
 2005-11-21   | Agassi          |   7 | 35 years 6 mons 22 days
 2005-11-21   | Agassi          |   7 | 35 years 6 mons 22 days
 2005-09-05   | Agassi          |   7 | 35 years 4 mons 6 days
 2005-09-05   | Agassi          |   7 | 35 years 4 mons 6 days
 2005-08-29   | Agassi          |   7 | 35 years 4 mons
 2005-08-29   | Agassi          |   7 | 35 years 4 mons
 2005-08-22   | Agassi          |   7 | 35 years 3 mons 23 days
 2005-08-22   | Agassi          |   7 | 35 years 3 mons 23 days
 2005-08-08   | Agassi          |   7 | 35 years 3 mons 9 days
 2005-08-08   | Agassi          |   7 | 35 years 3 mons 9 days
 2005-05-30   | Agassi          |   7 | 35 years 1 mon 1 day
 2005-05-30   | Agassi          |   7 | 35 years 1 mon 1 day
 2005-05-23   | Agassi          |   7 | 35 years 24 days
 2005-05-23   | Agassi          |   7 | 35 years 24 days
 2005-05-16   | Agassi          |   7 | 35 years 17 days
 2005-05-16   | Agassi          |   7 | 35 years 17 days
 2005-05-09   | Agassi          |   7 | 35 years 10 days
 2005-05-09   | Agassi          |   7 | 35 years 10 days
 2004-10-25   | Agassi          |   7 | 34 years 5 mons 26 days
 2004-10-25   | Agassi          |   7 | 34 years 5 mons 26 days
 2004-10-18   | Agassi          |   7 | 34 years 5 mons 19 days
 2004-10-18   | Agassi          |   7 | 34 years 5 mons 19 days
 2004-10-11   | Agassi          |   7 | 34 years 5 mons 12 days
 2004-10-11   | Agassi          |   7 | 34 years 5 mons 12 days
 2004-10-04   | Agassi          |   7 | 34 years 5 mons 5 days
 2004-10-04   | Agassi          |   7 | 34 years 5 mons 5 days
 2004-09-27   | Agassi          |   7 | 34 years 4 mons 28 days
 2004-09-27   | Agassi          |   7 | 34 years 4 mons 28 days
 2004-09-20   | Agassi          |   7 | 34 years 4 mons 21 days
 2004-09-20   | Agassi          |   7 | 34 years 4 mons 21 days
 2004-09-13   | Agassi          |   7 | 34 years 4 mons 14 days
 2004-09-13   | Agassi          |   7 | 34 years 4 mons 14 days
 2004-09-06   | Agassi          |   7 | 34 years 4 mons 7 days
 2004-09-06   | Agassi          |   7 | 34 years 4 mons 7 days
 2004-08-30   | Agassi          |   7 | 34 years 4 mons 1 day
 2004-08-30   | Agassi          |   7 | 34 years 4 mons 1 day
 2004-08-23   | Agassi          |   7 | 34 years 3 mons 24 days
 2004-08-23   | Agassi          |   7 | 34 years 3 mons 24 days
 2004-08-09   | Agassi          |   7 | 34 years 3 mons 10 days
 2004-08-09   | Agassi          |   7 | 34 years 3 mons 10 days
 2004-05-10   | Agassi          |   7 | 34 years 11 days
 2004-05-10   | Agassi          |   7 | 34 years 11 days
 1993-08-09   | Lendl           |   7 | 33 years 5 mons 2 days
 1993-08-09   | Lendl           |   7 | 33 years 5 mons 2 days
 1993-08-02   | Lendl           |   7 | 33 years 4 mons 26 days
 1993-08-02   | Lendl           |   7 | 33 years 4 mons 26 days
 1993-07-26   | Lendl           |   7 | 33 years 4 mons 19 days
 1993-07-26   | Lendl           |   7 | 33 years 4 mons 19 days
 1989-02-20   | Connors         |   7 | 36 years 5 mons 18 days
 1989-02-20   | Connors         |   7 | 36 years 5 mons 18 days
 1989-02-13   | Connors         |   7 | 36 years 5 mons 11 days
 1989-02-13   | Connors         |   7 | 36 years 5 mons 11 days
 1989-01-30   | Connors         |   7 | 36 years 4 mons 28 days
 1989-01-30   | Connors         |   7 | 36 years 4 mons 28 days
 1989-01-16   | Connors         |   7 | 36 years 4 mons 14 days
 1989-01-16   | Connors         |   7 | 36 years 4 mons 14 days
 1989-01-09   | Connors         |   7 | 36 years 4 mons 7 days
 1989-01-09   | Connors         |   7 | 36 years 4 mons 7 days
 1988-12-19   | Connors         |   7 | 36 years 3 mons 17 days
 1988-12-19   | Connors         |   7 | 36 years 3 mons 17 days
 1988-12-12   | Connors         |   7 | 36 years 3 mons 10 days
 1988-12-12   | Connors         |   7 | 36 years 3 mons 10 days
 1988-11-28   | Connors         |   7 | 36 years 2 mons 26 days
 1988-11-28   | Connors         |   7 | 36 years 2 mons 26 days
 1988-11-21   | Connors         |   7 | 36 years 2 mons 19 days
 1988-11-21   | Connors         |   7 | 36 years 2 mons 19 days
 1988-11-14   | Connors         |   7 | 36 years 2 mons 12 days
 1988-11-14   | Connors         |   7 | 36 years 2 mons 12 days
 1988-11-07   | Connors         |   7 | 36 years 2 mons 5 days
 1988-11-07   | Connors         |   7 | 36 years 2 mons 5 days
 1988-10-24   | Connors         |   7 | 36 years 1 mon 22 days
 1988-10-24   | Connors         |   7 | 36 years 1 mon 22 days
 1988-10-17   | Connors         |   7 | 36 years 1 mon 15 days
 1988-10-17   | Connors         |   7 | 36 years 1 mon 15 days
 1974-09-27   | Rosewall        |   7 | 39 years 10 mons 25 days
 1974-09-27   | Rosewall        |   7 | 39 years 10 mons 25 days
 1974-07-29   | Rosewall        |   7 | 39 years 8 mons 27 days
 1974-07-29   | Rosewall        |   7 | 39 years 8 mons 27 days
 1973-11-26   | Rosewall        |   7 | 39 years 24 days
 1973-11-26   | Rosewall        |   7 | 39 years 24 days
 1973-10-31   | Rosewall        |   7 | 38 years 11 mons 29 days
 1973-10-31   | Rosewall        |   7 | 38 years 11 mons 29 days
 1973-09-26   | Rosewall        |   7 | 38 years 10 mons 24 days
 1973-09-26   | Rosewall        |   7 | 38 years 10 mons 24 days
 2006-02-20   | Agassi          |   8 | 35 years 9 mons 21 days
 2006-02-20   | Agassi          |   8 | 35 years 9 mons 21 days
 2006-02-13   | Agassi          |   8 | 35 years 9 mons 14 days
 2006-02-13   | Agassi          |   8 | 35 years 9 mons 14 days
 2006-02-06   | Agassi          |   8 | 35 years 9 mons 7 days
 2006-02-06   | Agassi          |   8 | 35 years 9 mons 7 days
 2005-04-25   | Agassi          |   8 | 34 years 11 mons 26 days
 2005-04-25   | Agassi          |   8 | 34 years 11 mons 26 days
 2005-01-24   | Agassi          |   8 | 34 years 8 mons 25 days
 2005-01-24   | Agassi          |   8 | 34 years 8 mons 25 days
 2005-01-17   | Agassi          |   8 | 34 years 8 mons 18 days
 2005-01-17   | Agassi          |   8 | 34 years 8 mons 18 days
 2005-01-10   | Agassi          |   8 | 34 years 8 mons 11 days
 2005-01-10   | Agassi          |   8 | 34 years 8 mons 11 days
 2005-01-03   | Agassi          |   8 | 34 years 8 mons 4 days
 2005-01-03   | Agassi          |   8 | 34 years 8 mons 4 days
 2004-12-27   | Agassi          |   8 | 34 years 7 mons 28 days
 2004-12-27   | Agassi          |   8 | 34 years 7 mons 28 days
 2004-12-20   | Agassi          |   8 | 34 years 7 mons 21 days
 2004-12-20   | Agassi          |   8 | 34 years 7 mons 21 days
 2004-12-13   | Agassi          |   8 | 34 years 7 mons 14 days
 2004-12-13   | Agassi          |   8 | 34 years 7 mons 14 days
 2004-12-06   | Agassi          |   8 | 34 years 7 mons 7 days
 2004-12-06   | Agassi          |   8 | 34 years 7 mons 7 days
 2004-11-29   | Agassi          |   8 | 34 years 7 mons
 2004-11-29   | Agassi          |   8 | 34 years 7 mons
 2004-11-22   | Agassi          |   8 | 34 years 6 mons 23 days
 2004-11-22   | Agassi          |   8 | 34 years 6 mons 23 days
 2004-11-15   | Agassi          |   8 | 34 years 6 mons 16 days
 2004-11-15   | Agassi          |   8 | 34 years 6 mons 16 days
 2004-11-08   | Agassi          |   8 | 34 years 6 mons 9 days
 2004-11-08   | Agassi          |   8 | 34 years 6 mons 9 days
 1989-03-20   | Connors         |   8 | 36 years 6 mons 18 days
 1989-03-20   | Connors         |   8 | 36 years 6 mons 18 days
 1989-03-13   | Connors         |   8 | 36 years 6 mons 11 days
 1989-03-13   | Connors         |   8 | 36 years 6 mons 11 days
 1989-03-06   | Connors         |   8 | 36 years 6 mons 4 days
 1989-03-06   | Connors         |   8 | 36 years 6 mons 4 days
 1989-02-27   | Connors         |   8 | 36 years 5 mons 25 days
 1989-02-27   | Connors         |   8 | 36 years 5 mons 25 days
 1988-10-31   | Connors         |   8 | 36 years 1 mon 29 days
 1988-10-31   | Connors         |   8 | 36 years 1 mon 29 days
 1988-09-12   | Connors         |   8 | 36 years 10 days
 1988-09-12   | Connors         |   8 | 36 years 10 days
 1988-07-18   | Connors         |   8 | 35 years 10 mons 16 days
 1988-07-18   | Connors         |   8 | 35 years 10 mons 16 days
 1975-01-17   | Rosewall        |   8 | 40 years 2 mons 15 days
 1975-01-17   | Rosewall        |   8 | 40 years 2 mons 15 days
 1974-09-04   | Rosewall        |   8 | 39 years 10 mons 2 days
 1974-09-04   | Rosewall        |   8 | 39 years 10 mons 2 days
 2006-03-13   | Agassi          |   9 | 35 years 10 mons 14 days
 2006-03-13   | Agassi          |   9 | 35 years 10 mons 14 days
 2006-03-06   | Agassi          |   9 | 35 years 10 mons 7 days
 2006-03-06   | Agassi          |   9 | 35 years 10 mons 7 days
 2006-02-27   | Agassi          |   9 | 35 years 9 mons 28 days
 2006-02-27   | Agassi          |   9 | 35 years 9 mons 28 days
 2006-01-30   | Agassi          |   9 | 35 years 9 mons 1 day
 2006-01-30   | Agassi          |   9 | 35 years 9 mons 1 day
 2005-05-02   | Agassi          |   9 | 35 years 3 days
 2005-05-02   | Agassi          |   9 | 35 years 3 days
 2005-03-14   | Agassi          |   9 | 34 years 10 mons 15 days
 2005-03-14   | Agassi          |   9 | 34 years 10 mons 15 days
 2005-03-07   | Agassi          |   9 | 34 years 10 mons 8 days
 2005-03-07   | Agassi          |   9 | 34 years 10 mons 8 days
 2005-02-28   | Agassi          |   9 | 34 years 9 mons 29 days
 2005-02-28   | Agassi          |   9 | 34 years 9 mons 29 days
 2004-06-28   | Agassi          |   9 | 34 years 1 mon 29 days
